source,tissue,dataset,cell_type,manual_broadtype,method,agreement,broadtype
tabulasapiens,Prostate,tabulasapiens_Prostate,hillock-club cell of prostate epithelium,epithelial cell,SingleR,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,hillock-club cell of prostate epithelium,epithelial cell,ScType,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,macrophage,macrophage/monocyte,GPT-4,1,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,macrophage,macrophage/monocyte,GPT-3.5,0.5,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,macrophage,macrophage/monocyte,CellMarker2.0,0.5,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,macrophage,macrophage/monocyte,SingleR,0.5,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,macrophage,macrophage/monocyte,ScType,0.5,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,nkt cell,t/nk cell,GPT-4,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,nkt cell,t/nk cell,GPT-3.5,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,nkt cell,t/nk cell,CellMarker2.0,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,nkt cell,t/nk cell,SingleR,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,nkt cell,t/nk cell,ScType,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,erythroid progenitor,progenitor cell,GPT-4,0,erythroid cell
tabulasapiens,Prostate,tabulasapiens_Prostate,erythroid progenitor,progenitor cell,GPT-3.5,0,erythroid cell
tabulasapiens,Prostate,tabulasapiens_Prostate,erythroid progenitor,progenitor cell,CellMarker2.0,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,erythroid progenitor,progenitor cell,SingleR,0,erythroid cell
tabulasapiens,Prostate,tabulasapiens_Prostate,erythroid progenitor,progenitor cell,ScType,0.5,"erythroid cell,progenitor cell"
tabulasapiens,Prostate,tabulasapiens_Prostate,"cd8-positive, alpha-beta t cell",t/nk cell,GPT-4,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,"cd8-positive, alpha-beta t cell",t/nk cell,GPT-3.5,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,"cd8-positive, alpha-beta t cell",t/nk cell,CellMarker2.0,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,"cd8-positive, alpha-beta t cell",t/nk cell,SingleR,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,"cd8-positive, alpha-beta t cell",t/nk cell,ScType,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,cd8b-positive nk t cell,t/nk cell,GPT-4,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,cd8b-positive nk t cell,t/nk cell,GPT-3.5,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,cd8b-positive nk t cell,t/nk cell,CellMarker2.0,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,cd8b-positive nk t cell,t/nk cell,SingleR,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,cd8b-positive nk t cell,t/nk cell,ScType,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,luminal cell of prostate epithelium,epithelial cell,GPT-4,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,luminal cell of prostate epithelium,epithelial cell,GPT-3.5,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,luminal cell of prostate epithelium,epithelial cell,CellMarker2.0,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,luminal cell of prostate epithelium,epithelial cell,SingleR,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,luminal cell of prostate epithelium,epithelial cell,ScType,0,malignant cell
tabulasapiens,Prostate,tabulasapiens_Prostate,endothelial cell,endothelial cell,GPT-4,1,endothelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,endothelial cell,endothelial cell,GPT-3.5,0,muscle cell
tabulasapiens,Prostate,tabulasapiens_Prostate,endothelial cell,endothelial cell,CellMarker2.0,1,endothelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,endothelial cell,endothelial cell,SingleR,1,endothelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,endothelial cell,endothelial cell,ScType,1,endothelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,smooth muscle cell,muscle cell,GPT-4,0.5,"pericyte,muscle cell"
tabulasapiens,Prostate,tabulasapiens_Prostate,smooth muscle cell,muscle cell,GPT-3.5,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,smooth muscle cell,muscle cell,CellMarker2.0,0,fibroblast
tabulasapiens,Prostate,tabulasapiens_Prostate,smooth muscle cell,muscle cell,SingleR,0,stem cell
tabulasapiens,Prostate,tabulasapiens_Prostate,smooth muscle cell,muscle cell,ScType,0,fibroblast
tabulasapiens,Prostate,tabulasapiens_Prostate,stromal cell,stromal cell,GPT-4,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,stromal cell,stromal cell,GPT-3.5,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,stromal cell,stromal cell,CellMarker2.0,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,stromal cell,stromal cell,SingleR,0,stem cell
tabulasapiens,Prostate,tabulasapiens_Prostate,stromal cell,stromal cell,ScType,0,neuron
tabulasapiens,Prostate,tabulasapiens_Prostate,monocyte,macrophage/monocyte,GPT-4,0.5,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,monocyte,macrophage/monocyte,GPT-3.5,0,"stromal cell,fibroblast"
tabulasapiens,Prostate,tabulasapiens_Prostate,monocyte,macrophage/monocyte,CellMarker2.0,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,monocyte,macrophage/monocyte,SingleR,1,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,monocyte,macrophage/monocyte,ScType,0.5,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,t cell,t/nk cell,GPT-4,1,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,t cell,t/nk cell,GPT-3.5,0.5,"granulocyte,myeloid cell"
tabulasapiens,Prostate,tabulasapiens_Prostate,t cell,t/nk cell,CellMarker2.0,1,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,t cell,t/nk cell,SingleR,1,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,t cell,t/nk cell,ScType,0.5,t/nk cell
tabulasapiens,Prostate,tabulasapiens_Prostate,club cell of prostate epithelium,epithelial cell,GPT-4,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,club cell of prostate epithelium,epithelial cell,GPT-3.5,0,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,club cell of prostate epithelium,epithelial cell,CellMarker2.0,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,club cell of prostate epithelium,epithelial cell,SingleR,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,club cell of prostate epithelium,epithelial cell,ScType,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,neutrophil,granulocyte,GPT-4,1,granulocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,neutrophil,granulocyte,GPT-3.5,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,neutrophil,granulocyte,CellMarker2.0,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,neutrophil,granulocyte,SingleR,1,granulocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,neutrophil,granulocyte,ScType,0,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,myeloid cell,myeloid cell,GPT-4,0,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,myeloid cell,myeloid cell,GPT-3.5,0,secretory cell
tabulasapiens,Prostate,tabulasapiens_Prostate,myeloid cell,myeloid cell,CellMarker2.0,0,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,myeloid cell,myeloid cell,SingleR,0,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,myeloid cell,myeloid cell,ScType,0,macrophage/monocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,hillock cell of prostate epithelium,epithelial cell,GPT-4,0,stem cell
tabulasapiens,Prostate,tabulasapiens_Prostate,hillock cell of prostate epithelium,epithelial cell,GPT-3.5,0,"granulocyte,myeloid cell"
tabulasapiens,Prostate,tabulasapiens_Prostate,hillock cell of prostate epithelium,epithelial cell,CellMarker2.0,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,hillock cell of prostate epithelium,epithelial cell,SingleR,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,hillock cell of prostate epithelium,epithelial cell,ScType,0.5,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,sperm,germ cell,GPT-4,0,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,sperm,germ cell,GPT-3.5,0,"granulocyte,myeloid cell"
tabulasapiens,Prostate,tabulasapiens_Prostate,sperm,germ cell,CellMarker2.0,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,sperm,germ cell,SingleR,0,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,sperm,germ cell,ScType,0,epithelial cell
tabulasapiens,Prostate,tabulasapiens_Prostate,mast cell,granulocyte,GPT-4,1,granulocyte
tabulasapiens,Prostate,tabulasapiens_Prostate,mast cell,granulocyte,GPT-3.5,0,dendritic cell
tabulasapiens,Prostate,tabulasapiens_Prostate,mast cell,granulocyte,CellMarker2.0,0,
tabulasapiens,Prostate,tabulasapiens_Prostate,mast cell,granulocyte,SingleR,0,progenitor cell
tabulasapiens,Prostate,tabulasapiens_Prostate,mast cell,granulocyte,ScType,1,granulocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,acinar cell of salivary gland,epithelial cell,GPT-4,0.5,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,acinar cell of salivary gland,epithelial cell,GPT-3.5,0.5,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,acinar cell of salivary gland,epithelial cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,acinar cell of salivary gland,epithelial cell,SingleR,0.5,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,acinar cell of salivary gland,epithelial cell,ScType,0,malignant cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,naive b cell,b cell,GPT-4,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,naive b cell,b cell,GPT-3.5,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,naive b cell,b cell,CellMarker2.0,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,naive b cell,b cell,SingleR,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,naive b cell,b cell,ScType,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,memory b cell,b cell,GPT-4,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,memory b cell,b cell,GPT-3.5,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,memory b cell,b cell,CellMarker2.0,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,memory b cell,b cell,SingleR,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,memory b cell,b cell,ScType,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,cd4-positive helper t cell,t/nk cell,GPT-4,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,cd4-positive helper t cell,t/nk cell,GPT-3.5,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,cd4-positive helper t cell,t/nk cell,CellMarker2.0,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,cd4-positive helper t cell,t/nk cell,SingleR,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,cd4-positive helper t cell,t/nk cell,ScType,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,pericyte cell,pericyte,GPT-4,0,muscle cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,pericyte cell,pericyte,GPT-3.5,0,muscle cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,pericyte cell,pericyte,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,pericyte cell,pericyte,SingleR,0,stem cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,pericyte cell,pericyte,ScType,0.5,fibroblast
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,nk cell,t/nk cell,GPT-4,1,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,nk cell,t/nk cell,GPT-3.5,1,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,nk cell,t/nk cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,nk cell,t/nk cell,SingleR,1,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,nk cell,t/nk cell,ScType,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,fibroblast,fibroblast,GPT-4,1,fibroblast
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,fibroblast,fibroblast,GPT-3.5,0.5,"connective tissue cell,fibroblast"
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,fibroblast,fibroblast,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,fibroblast,fibroblast,SingleR,0,stem cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,fibroblast,fibroblast,ScType,0.5,fibroblast
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,endothelial cell of lymphatic vessel,endothelial cell,GPT-4,0.5,endothelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,endothelial cell of lymphatic vessel,endothelial cell,GPT-3.5,0.5,endothelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,endothelial cell of lymphatic vessel,endothelial cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,endothelial cell of lymphatic vessel,endothelial cell,SingleR,0.5,endothelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,endothelial cell of lymphatic vessel,endothelial cell,ScType,0.5,endothelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,adventitial cell,adventitial cell,GPT-4,0,fibroblast
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,adventitial cell,adventitial cell,GPT-3.5,0,secretory cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,adventitial cell,adventitial cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,adventitial cell,adventitial cell,SingleR,0,fibroblast
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,adventitial cell,adventitial cell,ScType,0,fibroblast
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,b cell,b cell,GPT-4,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,b cell,b cell,GPT-3.5,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,b cell,b cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,b cell,b cell,SingleR,1,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,b cell,b cell,ScType,0,"erythroid cell,progenitor cell"
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,endothelial cell,endothelial cell,GPT-4,1,endothelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,endothelial cell,endothelial cell,GPT-3.5,1,endothelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,endothelial cell,endothelial cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,endothelial cell,endothelial cell,SingleR,1,endothelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,endothelial cell,endothelial cell,ScType,1,endothelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,monocyte,macrophage/monocyte,GPT-4,0.5,macrophage/monocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,monocyte,macrophage/monocyte,GPT-3.5,0.5,macrophage/monocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,monocyte,macrophage/monocyte,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,monocyte,macrophage/monocyte,SingleR,1,macrophage/monocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,monocyte,macrophage/monocyte,ScType,0.5,macrophage/monocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,plasma cell,b cell,GPT-4,1,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,plasma cell,b cell,GPT-3.5,1,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,plasma cell,b cell,CellMarker2.0,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,plasma cell,b cell,SingleR,0.5,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,plasma cell,b cell,ScType,1,b cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,duct epithelial cell,epithelial cell,GPT-4,0.5,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,duct epithelial cell,epithelial cell,GPT-3.5,0.5,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,duct epithelial cell,epithelial cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,duct epithelial cell,epithelial cell,SingleR,0.5,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,duct epithelial cell,epithelial cell,ScType,0.5,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,basal cell,stem cell,GPT-4,1,stem cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,basal cell,stem cell,GPT-3.5,0.5,"stem cell,epithelial cell"
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,basal cell,stem cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,basal cell,stem cell,SingleR,0,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,basal cell,stem cell,ScType,0,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,"cd8-positive, alpha-beta t cell",t/nk cell,GPT-4,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,"cd8-positive, alpha-beta t cell",t/nk cell,GPT-3.5,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,"cd8-positive, alpha-beta t cell",t/nk cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,"cd8-positive, alpha-beta t cell",t/nk cell,SingleR,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,"cd8-positive, alpha-beta t cell",t/nk cell,ScType,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,neutrophil,granulocyte,GPT-4,1,granulocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,neutrophil,granulocyte,GPT-3.5,0.5,"granulocyte,myeloid cell"
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,neutrophil,granulocyte,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,neutrophil,granulocyte,SingleR,1,granulocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,neutrophil,granulocyte,ScType,1,granulocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,t cell,t/nk cell,GPT-4,1,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,t cell,t/nk cell,GPT-3.5,1,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,t cell,t/nk cell,CellMarker2.0,1,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,t cell,t/nk cell,SingleR,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,t cell,t/nk cell,ScType,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,myoepithelial cell,epithelial cell,GPT-4,0,myofibroblast cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,myoepithelial cell,epithelial cell,GPT-3.5,0.5,"muscle cell,epithelial cell"
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,myoepithelial cell,epithelial cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,myoepithelial cell,epithelial cell,SingleR,0,fibroblast
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,myoepithelial cell,epithelial cell,ScType,0,fibroblast
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,"cd4-positive, alpha-beta t cell",t/nk cell,GPT-4,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,"cd4-positive, alpha-beta t cell",t/nk cell,GPT-3.5,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,"cd4-positive, alpha-beta t cell",t/nk cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,"cd4-positive, alpha-beta t cell",t/nk cell,SingleR,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,"cd4-positive, alpha-beta t cell",t/nk cell,ScType,0.5,t/nk cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,macrophage,macrophage/monocyte,GPT-4,1,macrophage/monocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,macrophage,macrophage/monocyte,GPT-3.5,0,secretory cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,macrophage,macrophage/monocyte,CellMarker2.0,1,macrophage/monocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,macrophage,macrophage/monocyte,SingleR,0.5,macrophage/monocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,macrophage,macrophage/monocyte,ScType,0.5,macrophage/monocyte
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,salivary gland cell,salivary gland cell,GPT-4,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,salivary gland cell,salivary gland cell,GPT-3.5,0,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,salivary gland cell,salivary gland cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,salivary gland cell,salivary gland cell,SingleR,0,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,salivary gland cell,salivary gland cell,ScType,0,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,ionocyte,epithelial cell,GPT-4,0,secretory cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,ionocyte,epithelial cell,GPT-3.5,0.5,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,ionocyte,epithelial cell,CellMarker2.0,0,
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,ionocyte,epithelial cell,SingleR,0.5,epithelial cell
tabulasapiens,Salivary Gland,tabulasapiens_Salivary_Gland,ionocyte,epithelial cell,ScType,1,epithelial cell
tabulasapiens,Skin,tabulasapiens_Skin,macrophage,macrophage/monocyte,GPT-4,1,macrophage/monocyte
tabulasapiens,Skin,tabulasapiens_Skin,macrophage,macrophage/monocyte,GPT-3.5,0.5,"dendritic cell,macrophage/monocyte"
tabulasapiens,Skin,tabulasapiens_Skin,macrophage,macrophage/monocyte,CellMarker2.0,0,malignant cell
tabulasapiens,Skin,tabulasapiens_Skin,macrophage,macrophage/monocyte,SingleR,0.5,dendritic cell
tabulasapiens,Skin,tabulasapiens_Skin,macrophage,macrophage/monocyte,ScType,0.5,macrophage/monocyte
tabulasapiens,Skin,tabulasapiens_Skin,stromal cell,stromal cell,GPT-4,0.5,fibroblast
tabulasapiens,Skin,tabulasapiens_Skin,stromal cell,stromal cell,GPT-3.5,0.5,"fibroblast,connective tissue cell"
tabulasapiens,Skin,tabulasapiens_Skin,stromal cell,stromal cell,CellMarker2.0,0.5,fat cell
tabulasapiens,Skin,tabulasapiens_Skin,stromal cell,stromal cell,SingleR,0,stem cell
tabulasapiens,Skin,tabulasapiens_Skin,stromal cell,stromal cell,ScType,0.5,fibroblast
tabulasapiens,Skin,tabulasapiens_Skin,"cd8-positive, alpha-beta memory t cell",t/nk cell,GPT-4,0.5,t/nk cell
tabulasapiens,Skin,tabulasapiens_Skin,"cd8-positive, alpha-beta memory t cell",t/nk cell,GPT-3.5,0.5,t/nk cell
tabulasapiens,Skin,tabulasapiens_Skin,"cd8-positive, alpha-beta memory t cell",t/nk cell,CellMarker2.0,0.5,t/nk cell
tabulasapiens,Skin,tabulasapiens_Skin,"cd8-positive, alpha-beta memory t cell",t/nk cell,SingleR,0.5,t/nk cell
tabulasapiens,Skin,tabulasapiens_Skin,"cd8-positive, alpha-beta memory t cell",t/nk cell,ScType,1,t/nk cell
tabulasapiens,Skin,tabulasapiens_Skin,cd141-positive myeloid dendritic cell,dendritic cell,GPT-4,0.5,dendritic cell
tabulasapiens,Skin,tabulasapiens_Skin,cd141-positive myeloid dendritic cell,dendritic cell,GPT-3.5,0.5,"dendritic cell,macrophage/monocyte"
tabulasapiens,Skin,tabulasapiens_Skin,cd141-positive myeloid dendritic cell,dendritic cell,CellMarker2.0,0.5,dendritic cell
tabulasapiens,Skin,tabulasapiens_Skin,cd141-positive myeloid dendritic cell,dendritic cell,SingleR,0.5,dendritic cell
tabulasapiens,Skin,tabulasapiens_Skin,cd141-positive myeloid dendritic cell,dendritic cell,ScType,0.5,antigen presenting cell
tabulasapiens,Skin,tabulasapiens_Skin,t cell,t/nk cell,GPT-4,0.5,t/nk cell
tabulasapiens,Skin,tabulasapiens_Skin,t cell,t/nk cell,GPT-3.5,0.5,"t/nk cell,macrophage/monocyte"
tabulasapiens,Skin,tabulasapiens_Skin,t cell,t/nk cell,CellMarker2.0,0.5,immune cell
tabulasapiens,Skin,tabulasapiens_Skin,t cell,t/nk cell,SingleR,1,t/nk cell
tabulasapiens,Skin,tabulasapiens_Skin,t cell,t/nk cell,ScType,0.5,t/nk cell
tabulasapiens,Skin,tabulasapiens_Skin,nkt cell,t/nk cell,GPT-4,0.5,t/nk cell
tabulasapiens,Skin,tabulasapiens_Skin,nkt cell,t/nk cell,GPT-3.5,0.5,t/nk cell
tabulasapiens,Skin,tabulasapiens_Skin,nkt cell,t/nk cell,CellMarker2.0,0.5,t/nk cell
